accuracy,precision,recall,f1,roc_auc,pr_auc,platform,variant,seed
0.7890379201854612,0.4833421470121629,0.7547481420313791,0.5892972275951,0.8684241627938322,0.6325511202028095,Instagram,no_graph,42
0.7943368107302533,0.49154391707583195,0.7440132122213047,0.5919842312746386,0.8671681568499743,0.6294703706565855,Instagram,unweighted_homophily,42
0.7923497267759563,0.48833423765599565,0.7431874483897605,0.5893909626719057,0.869501264643283,0.6342789771289706,Instagram,similarity_knn,42
0.7994701109455208,0.5,0.7357555739058629,0.5953892415636485,0.8679680941822304,0.6314394201735963,Instagram,data_driven_homophily,42
0.8009604239112436,0.5025787965616045,0.7241948802642444,0.5933694181326117,0.8641402136039631,0.623998061135436,Instagram,data_driven_homophily+node2vec64,42
0.7958271236959762,0.49428274428274427,0.7853014037985137,0.6066985645933014,0.8760059506990943,0.6486279686141422,Instagram,no_graph,123
0.8082463984103329,0.5147796988287786,0.7621800165152767,0.6145139813581891,0.8740373215149448,0.6469754768209192,Instagram,unweighted_homophily,123
0.8009604239112436,0.5024390243902439,0.7654830718414534,0.606675392670157,0.8757548692358161,0.649464880328034,Instagram,similarity_knn,123
0.8041066401722139,0.5077177508269018,0.7605284888521883,0.6089256198347107,0.8721139314636543,0.6411556052678059,Instagram,data_driven_homophily,123
0.8065904951150853,0.5122507122507123,0.7423616845582164,0.6062036412677007,0.8732136956386397,0.6370320812299335,Instagram,data_driven_homophily+node2vec64,123
0.7928464977645305,0.4896694214876033,0.782824112303881,0.6024785510009533,0.8759144462148613,0.656484725196628,Instagram,no_graph,2024
0.8031130981950654,0.5060109289617486,0.7646573080099092,0.6090101940151266,0.8735451642189074,0.6479668527630803,Instagram,unweighted_homophily,2024
0.7873820168902136,0.481649069884364,0.7910817506193228,0.59875,0.8744178775475019,0.648172263194532,Instagram,similarity_knn,2024
0.8029475078655407,0.5057283142389526,0.7654830718414534,0.6090670170827858,0.8717037006123788,0.6422048827802723,Instagram,data_driven_homophily,2024
0.8039410498426892,0.5075970737197524,0.7448389760528489,0.6037483266398929,0.8722282693098407,0.6440318684693064,Instagram,data_driven_homophily+node2vec64,2024
0.7961583043550257,0.4948186528497409,0.7886044591246903,0.6080865966252785,0.8761586862213745,0.6517715163348148,Instagram,no_graph,7
0.798642159297897,0.49864645370871685,0.7605284888521883,0.6023544800523217,0.8735594457599044,0.6486902239940642,Instagram,unweighted_homophily,7
0.7913561847988078,0.48744233726294206,0.7853014037985137,0.6015180265654649,0.8746614334083385,0.649279924034851,Instagram,similarity_knn,7
0.805431362808412,0.5098039215686274,0.772914946325351,0.6143747948802101,0.8751410195275701,0.6491567958487221,Instagram,data_driven_homophily,7
0.8012916045702931,0.5030606566499721,0.7464905037159373,0.601063829787234,0.8699771734795034,0.6420194100816113,Instagram,data_driven_homophily+node2vec64,7
0.7968206656731247,0.49590583418628453,0.8001651527663088,0.6123222748815166,0.8807951414710637,0.6648011187697186,Instagram,no_graph,99
0.7961583043550257,0.49489795918367346,0.800990916597853,0.6117943866288237,0.8808671478035162,0.6632940300529675,Instagram,unweighted_homophily,99
0.7983109786388475,0.49818558838776567,0.7935590421139554,0.6121019108280255,0.8794297577371746,0.66201388856383,Instagram,similarity_knn,99
0.8070872661036596,0.512486427795874,0.7795210569777044,0.61840812315755,0.8807626445514297,0.6637031372045418,Instagram,data_driven_homophily,99
0.8107302533532041,0.5192743764172335,0.7563996696944674,0.6157983193277311,0.8800316348960816,0.6587860437850582,Instagram,data_driven_homophily+node2vec64,99
